STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-TMIN-NORMAL,DLY-TMAX-NORMAL,MTD-PRCP-NORMAL
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101003,361,602,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101004,357,597,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101005,353,592,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101006,349,587,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101007,346,582,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101008,342,577,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101009,338,572,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101010,334,567,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101011,330,562,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101012,326,556,76
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101013,322,551,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101014,318,545,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101015,315,540,94
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101016,311,534,100
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101017,307,528,106
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101018,303,522,112
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101019,299,516,117
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101020,295,511,123
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101021,291,504,128
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101022,287,498,133
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101023,283,492,137
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101024,279,486,141
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101025,274,479,145
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101026,270,473,149
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101027,266,466,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101028,261,460,158
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101029,257,453,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101030,252,447,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101031,248,440,169
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101101,243,433,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101102,238,426,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101103,233,419,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101104,228,413,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101105,223,406,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101106,218,399,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101107,213,392,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101108,207,385,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101109,202,378,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101110,197,371,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101111,191,365,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101112,186,358,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101113,180,351,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101114,175,344,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101115,169,338,43
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101116,163,331,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101117,157,325,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101118,152,318,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101119,146,312,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101120,140,306,57
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101121,134,300,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101122,129,294,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101123,123,288,65
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101124,117,282,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101125,112,276,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101126,106,271,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101127,100,265,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101128,95,260,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101129,89,254,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101130,84,249,81
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201,78,244,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202,73,239,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101203,68,234,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204,63,230,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205,58,225,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101206,53,221,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101207,48,216,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208,44,212,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209,39,208,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210,34,204,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211,30,200,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212,26,196,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213,22,193,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214,18,189,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215,14,186,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216,10,182,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101217,7,179,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218,3,176,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219,0,173,48
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220,-4,170,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221,-7,168,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222,-10,165,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101223,-13,162,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224,-15,160,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225,-18,158,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101226,-21,156,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227,-23,154,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101228,-25,152,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229,-27,150,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230,-29,148,71
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231,-31,147,73
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100101,217,360,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100102,216,359,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100103,215,358,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100104,214,357,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100105,213,357,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100106,212,356,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100107,212,356,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100108,211,355,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100109,210,355,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100110,210,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100111,210,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100112,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100113,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100114,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100115,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100116,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100117,209,354,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100118,209,355,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100119,209,355,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100120,209,355,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100121,209,356,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100122,209,356,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100123,210,357,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100124,210,358,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100125,210,359,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100126,211,359,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100127,211,360,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100128,212,361,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100129,212,362,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100130,213,363,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100131,214,365,270
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100201,214,366,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100202,215,367,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100203,216,369,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100204,217,370,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100205,217,372,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100206,218,373,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100207,219,375,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100208,220,377,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100209,221,379,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100210,222,381,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100211,224,383,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100212,225,385,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100213,226,387,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100214,227,389,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100215,229,392,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100216,230,394,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100217,232,397,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100218,233,399,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100219,235,402,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100220,237,405,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100221,238,407,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100222,240,410,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100223,242,413,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100224,244,416,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100225,246,420,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100226,248,423,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100227,251,426,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100228,253,429,239
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100301,255,433,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100302,258,436,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100303,260,440,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100304,263,443,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100305,265,447,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100306,268,451,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100307,271,455,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100308,274,458,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100309,276,462,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100310,279,466,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100311,282,470,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100312,286,474,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100313,289,478,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100314,292,482,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100315,295,486,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100316,298,491,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100317,302,495,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100318,305,499,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100319,308,503,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100320,312,508,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100321,315,512,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100322,319,516,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100323,322,521,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100324,326,525,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100325,329,530,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100326,333,534,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100327,336,538,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100328,340,543,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100329,343,547,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100330,347,551,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100331,351,556,295
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100401,354,560,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100402,358,565,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100403,361,569,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100404,365,573,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100405,368,577,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100406,372,582,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100407,375,586,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100408,378,590,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100409,382,594,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100410,385,598,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100411,388,602,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100412,392,606,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100413,395,610,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100414,398,614,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100415,401,617,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100416,405,621,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100417,408,625,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100418,411,628,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100419,414,632,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100420,417,635,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100421,420,639,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100422,423,642,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100423,426,645,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100424,429,648,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100425,432,651,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100426,435,654,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100427,438,657,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100428,441,660,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100429,443,663,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100430,446,666,311
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100501,449,669,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100502,452,672,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100503,455,674,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100504,458,677,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100505,461,679,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100506,463,682,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100507,466,685,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100508,469,687,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100509,472,690,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100510,475,692,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100511,478,695,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100512,481,697,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100513,483,700,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100514,486,702,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100515,489,705,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100516,492,707,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100517,495,710,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100518,498,713,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100519,501,715,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100520,504,718,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100521,507,721,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100522,511,723,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100523,514,726,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100524,517,729,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100525,520,732,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100526,523,734,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100527,526,737,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100528,529,740,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100529,533,743,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100530,536,746,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100531,539,749,395
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100601,542,752,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100602,545,755,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100603,549,758,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100604,552,761,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100605,555,764,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100606,558,767,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100607,561,770,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100608,564,773,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100609,567,776,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100610,570,779,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100611,573,781,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100612,576,784,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100613,579,787,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100614,582,790,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100615,585,792,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100616,588,795,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100617,590,797,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100618,593,800,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100619,595,802,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100620,598,804,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100621,600,807,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100622,603,809,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100623,605,811,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100624,607,812,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100625,609,814,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100626,611,816,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100627,613,817,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100628,614,819,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100629,616,820,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100630,618,821,430
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100701,619,822,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100702,620,823,0
GHCND:USW00094823,PITTSBURGH INTL AP PA US,341,40.48459,-80.21448,20100703,622,824,0
